"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours"
1639,NA,NA,NA,NA,"Check",NA
1640,NA,NA,NA,NA,"Check",NA
1641,NA,NA,NA,NA,"Check",NA
1642,NA,NA,NA,NA,"Check",NA
1643,NA,NA,NA,NA,"Check",NA
1646,NA,NA,NA,NA,"Check",NA
4545,NA,NA,NA,NA,"Pull",NA
1648,NA,NA,NA,NA,"Set",NA
1649,NA,NA,NA,NA,"Check",NA
1650,NA,NA,NA,NA,"Pull",NA
1651,NA,NA,NA,NA,"Set",NA
1653,NA,NA,NA,NA,"Set",NA
1654,NA,NA,NA,NA,"Check",NA
1655,NA,NA,NA,NA,"Check",NA
1656,NA,NA,NA,NA,"Check",NA
1657,NA,NA,NA,NA,"Check",NA
1660,NA,NA,NA,NA,"Check",NA
1661,NA,NA,NA,NA,"Check",NA
1662,NA,NA,NA,NA,"Check",NA
1664,NA,NA,NA,NA,"Check",NA
1665,NA,NA,NA,NA,"Check",NA
1666,NA,NA,NA,NA,"Check",NA
1667,NA,NA,NA,NA,"Check",NA
1668,NA,NA,NA,NA,"Check",NA
1669,NA,NA,NA,NA,"Check",NA
1670,NA,NA,NA,NA,"Check",NA
1671,NA,NA,NA,NA,"Check",NA
1672,NA,NA,NA,NA,"Check",NA
1673,NA,NA,NA,NA,"Check",NA
1674,NA,NA,NA,NA,"Check",NA
1675,NA,NA,NA,NA,"Check",NA
1676,NA,NA,NA,NA,"Check",NA
1677,NA,NA,NA,NA,"Check",NA
1678,NA,NA,NA,NA,"Check",NA
1679,NA,NA,NA,NA,"Check",NA
1680,NA,NA,NA,NA,"Check",NA
1681,NA,NA,NA,NA,"Check",NA
1682,NA,NA,NA,NA,"Check",NA
1683,NA,NA,NA,NA,"Check",NA
1684,NA,NA,NA,NA,"Check",NA
1685,NA,NA,NA,NA,"Check",NA
1686,NA,NA,NA,NA,"Check",NA
1687,NA,NA,NA,NA,"Check",NA
1688,NA,NA,NA,NA,"Check",NA
1689,NA,NA,NA,NA,"Check",NA
1690,NA,NA,NA,NA,"Check",NA
1691,NA,NA,NA,NA,"Check",NA
1692,NA,NA,NA,NA,"Check",NA
1693,NA,NA,NA,NA,"Check",NA
1694,NA,NA,NA,NA,"Pull",NA
1695,NA,NA,NA,NA,"Set",NA
1699,NA,NA,NA,NA,"Set",NA
1700,NA,NA,NA,NA,"Check",NA
1701,NA,NA,NA,NA,"Pull",NA
1702,NA,NA,NA,NA,"Set",NA
1703,NA,NA,NA,NA,"Check",NA
1704,NA,NA,NA,NA,"Check",NA
1705,NA,NA,NA,NA,"Check",NA
1706,NA,NA,NA,NA,"Check",NA
1707,NA,NA,NA,NA,"Check",NA
1708,NA,NA,NA,NA,"Check",NA
1709,NA,NA,NA,NA,"Check",NA
1710,NA,NA,NA,NA,"Check",NA
1711,NA,NA,NA,NA,"Check",NA
1713,NA,NA,NA,NA,"Check",NA
1714,NA,NA,NA,NA,"Check",NA
1715,NA,NA,NA,NA,"Check",NA
1716,NA,NA,NA,NA,"Check",NA
1717,NA,NA,NA,NA,"Check",NA
1718,NA,NA,NA,NA,"Check",NA
1719,NA,NA,NA,NA,"Check",NA
1720,NA,NA,NA,NA,"Check",NA
1721,NA,NA,NA,NA,"Check",NA
1722,NA,NA,NA,NA,"Check",NA
1723,NA,NA,NA,NA,"Check",NA
1724,NA,NA,NA,NA,"Check",NA
1725,NA,NA,NA,NA,"Check",NA
1726,NA,NA,NA,NA,"Check",NA
1727,NA,NA,NA,NA,"Check",NA
1728,NA,NA,NA,NA,"Check",NA
1729,NA,NA,NA,NA,"Check",NA
1730,NA,NA,NA,NA,"Check",NA
1731,NA,NA,NA,NA,"Check",NA
1732,NA,NA,NA,NA,"Check",NA
1733,NA,NA,NA,NA,"Check",NA
1734,NA,NA,NA,NA,"Check",NA
1735,NA,NA,NA,NA,"Check",NA
1736,NA,NA,NA,NA,"Check",NA
1737,NA,NA,NA,NA,"Check",NA
1738,NA,NA,NA,NA,"Check",NA
1739,NA,NA,NA,NA,"Check",NA
1740,NA,NA,NA,NA,"Check",NA
1741,NA,NA,NA,NA,"Check",NA
1742,NA,NA,NA,NA,"Check",NA
1743,NA,NA,NA,NA,"Check",NA
1744,NA,NA,NA,NA,"Check",NA
1745,NA,NA,NA,NA,"Check",NA
1746,NA,NA,NA,NA,"Check",NA
1747,NA,NA,NA,NA,"Check",NA
1748,NA,NA,NA,NA,"Check",NA
1749,NA,NA,NA,NA,"Check",NA
1750,NA,NA,NA,NA,"Check",NA
1751,NA,NA,NA,NA,"Check",NA
1752,NA,NA,NA,NA,"Check",NA
1753,NA,NA,NA,NA,"Check",NA
1754,NA,NA,NA,NA,"Check",NA
1755,NA,NA,NA,NA,"Check",NA
1756,NA,NA,NA,NA,"Check",NA
1757,NA,NA,NA,NA,"Check",NA
1758,NA,NA,NA,NA,"Check",NA
1759,NA,NA,NA,NA,"Check",NA
1760,NA,NA,NA,NA,"Check",NA
1761,NA,NA,NA,NA,"Check",NA
1762,NA,NA,NA,NA,"Check",NA
1763,NA,NA,NA,NA,"Check",NA
1764,NA,NA,NA,NA,"Check",NA
1765,NA,NA,NA,NA,"Check",NA
1766,NA,NA,NA,NA,"Check",NA
1767,NA,NA,NA,NA,"Check",NA
1768,NA,NA,NA,NA,"Check",NA
1769,NA,NA,NA,NA,"Check",NA
1770,NA,NA,NA,NA,"Check",NA
1771,NA,NA,NA,NA,"Check",NA
1772,NA,NA,NA,NA,"Check",NA
1773,NA,NA,NA,NA,"Pull",NA
1776,NA,NA,NA,NA,"Check",NA
1777,NA,NA,NA,NA,"Check",NA
1778,NA,NA,NA,NA,"Check",NA
1779,NA,NA,NA,NA,"Check",NA
1780,NA,NA,NA,NA,"Check",NA
1781,NA,NA,NA,NA,"Check",NA
1782,NA,NA,NA,NA,"Check",NA
1784,NA,NA,NA,NA,"Set",NA
1785,NA,NA,NA,NA,"Pull",NA
1786,NA,NA,NA,NA,"Set",NA
1788,NA,NA,NA,NA,"Check",NA
1789,NA,NA,NA,NA,"Check",NA
1790,NA,NA,NA,NA,"Check",NA
1792,NA,NA,NA,NA,"Pull",NA
1793,NA,NA,NA,NA,"Set",NA
1794,NA,NA,NA,NA,"Check",NA
1795,NA,NA,NA,NA,"Check",NA
1797,NA,NA,NA,NA,"Check",NA
1798,NA,NA,NA,NA,"Check",NA
1799,NA,NA,NA,NA,"Check",NA
1800,NA,NA,NA,NA,"Check",NA
1801,NA,NA,NA,NA,"Check",NA
1802,NA,NA,NA,NA,"Check",NA
1803,NA,NA,NA,NA,"Check",NA
1804,NA,NA,NA,NA,"Check",NA
1805,NA,NA,NA,NA,"Check",NA
1806,NA,NA,NA,NA,"Check",NA
1807,NA,NA,NA,NA,"Check",NA
1808,NA,NA,NA,NA,"Pull",NA
1810,NA,NA,NA,NA,"Check",NA
1811,NA,NA,NA,NA,"Check",NA
1812,NA,NA,NA,NA,"Check",NA
1813,NA,NA,NA,NA,"Check",NA
1814,NA,NA,NA,NA,"Check",NA
1815,NA,NA,NA,NA,"Check",NA
1816,NA,NA,NA,NA,"Check",NA
1817,NA,NA,NA,NA,"Check",NA
1818,NA,NA,NA,NA,"Check",NA
1819,NA,NA,NA,NA,"Check",NA
1820,NA,NA,NA,NA,"Check",NA
1821,NA,NA,NA,NA,"Check",NA
1822,NA,NA,NA,NA,"Check",NA
1823,NA,NA,NA,NA,"Check",NA
1826,NA,NA,NA,NA,"Check",NA
1828,NA,NA,NA,NA,"Check",NA
1829,NA,NA,NA,NA,"Check",NA
1830,NA,NA,NA,NA,"Check",NA
1831,NA,NA,NA,NA,"Check",NA
1832,NA,NA,NA,NA,"Check",NA
1833,NA,NA,NA,NA,"Check",NA
1834,NA,NA,NA,NA,"Check",NA
1835,NA,NA,NA,NA,"Check",NA
1836,NA,NA,NA,NA,"Check",NA
1837,NA,NA,NA,NA,"Check",NA
1838,NA,NA,NA,NA,"Check",NA
1839,NA,NA,NA,NA,"Check",NA
1840,NA,NA,NA,NA,"Check",NA
1841,NA,NA,NA,NA,"Check",NA
1842,NA,NA,NA,NA,"Check",NA
1843,NA,NA,NA,NA,"Check",NA
1844,NA,NA,NA,NA,"Check",NA
1845,NA,NA,NA,NA,"Check",NA
1846,NA,NA,NA,NA,"Check",NA
1847,NA,NA,NA,NA,"Check",NA
1848,NA,NA,NA,NA,"Check",NA
1849,NA,NA,NA,NA,"Check",NA
1850,NA,NA,NA,NA,"Pull",NA
1852,NA,NA,NA,NA,"Check",NA
1853,NA,NA,NA,NA,"Check",NA
1854,NA,NA,NA,NA,"Check",NA
1857,NA,NA,NA,NA,"Check",NA
1859,NA,NA,NA,NA,"Check",NA
1860,NA,NA,NA,NA,"Check",NA
1869,NA,NA,NA,NA,"Check",NA
1873,NA,NA,NA,NA,"Set",NA
1874,NA,NA,NA,NA,"Check",NA
1875,NA,NA,NA,NA,"Check",NA
1876,NA,NA,NA,NA,"Check",NA
1877,NA,NA,NA,NA,"Check",NA
1878,NA,NA,NA,NA,"Check",NA
1879,NA,NA,NA,NA,"Check",NA
1880,NA,NA,NA,NA,"Check",NA
1886,NA,NA,NA,NA,"Check",NA
1887,NA,NA,NA,NA,"Check",NA
1888,NA,NA,NA,NA,"Check",NA
1889,NA,NA,NA,NA,"Check",NA
1890,NA,NA,NA,NA,"Check",NA
1897,NA,NA,NA,NA,"Check",NA
1899,NA,NA,NA,NA,"Check",NA
1904,NA,NA,NA,NA,"Check",NA
1906,NA,NA,NA,NA,"Check",NA
1908,NA,NA,NA,NA,"Check",NA
1909,NA,NA,NA,NA,"Check",NA
1910,NA,NA,NA,NA,"Check",NA
1911,NA,NA,NA,NA,"Check",NA
1913,NA,NA,NA,NA,"Check",NA
1914,NA,NA,NA,NA,"Check",NA
1915,NA,NA,NA,NA,"Check",NA
1918,NA,NA,NA,NA,"Check",NA
1919,NA,NA,NA,NA,"Check",NA
1920,NA,NA,NA,NA,"Check",NA
1921,NA,NA,NA,NA,"Check",NA
1922,NA,NA,NA,NA,"Check",NA
1923,NA,NA,NA,NA,"Check",NA
1924,NA,NA,NA,NA,"Check",NA
1925,NA,NA,NA,NA,"Check",NA
1926,NA,NA,NA,NA,"Pull",NA
1932,NA,NA,NA,NA,"Set",NA
1934,NA,NA,NA,NA,"Set",NA
1936,NA,NA,NA,NA,"Pull",NA
1937,NA,NA,NA,NA,"Set",NA
1938,NA,NA,NA,NA,"Check",NA
1939,NA,NA,NA,NA,"Check",NA
1940,NA,NA,NA,NA,"Check",NA
1943,NA,NA,NA,NA,"Check",NA
1944,NA,NA,NA,NA,"Check",NA
1948,NA,NA,NA,NA,"Check",NA
1951,NA,NA,NA,NA,"Check",NA
1952,NA,NA,NA,NA,"Check",NA
1953,NA,NA,NA,NA,"Check",NA
1958,NA,NA,NA,NA,"Check",NA
1961,NA,NA,NA,NA,"Check",NA
1964,NA,NA,NA,NA,"Check",NA
1966,NA,NA,NA,NA,"Pull",NA
1973,NA,NA,NA,NA,"Check",NA
1974,NA,NA,NA,NA,"Check",NA
1975,NA,NA,NA,NA,"Check",NA
1976,NA,NA,NA,NA,"Check",NA
1977,NA,NA,NA,NA,"Check",NA
1980,NA,NA,NA,NA,"Check",NA
1981,NA,NA,NA,NA,"Check",NA
1983,NA,NA,NA,NA,"Check",NA
1984,NA,NA,NA,NA,"Check",NA
1985,NA,NA,NA,NA,"Check",NA
1988,NA,NA,NA,NA,"Check",NA
1991,NA,NA,NA,NA,"Check",NA
1992,NA,NA,NA,NA,"Check",NA
1996,NA,NA,NA,NA,"Set",NA
1997,NA,NA,NA,NA,"Check",NA
2001,NA,NA,NA,NA,"Check",NA
2002,NA,NA,NA,NA,"Check",NA
2003,NA,NA,NA,NA,"Check",NA
2004,NA,NA,NA,NA,"Check",NA
2005,NA,NA,NA,NA,"Check",NA
2007,NA,NA,NA,NA,"Check",NA
2008,NA,NA,NA,NA,"Check",NA
2010,NA,NA,NA,NA,"Check",NA
2011,NA,NA,NA,NA,"Pull",NA
2346,NA,NA,NA,NA,"Set",NA
2328,NA,NA,NA,NA,"Pull",NA
2347,NA,NA,NA,NA,"Set",NA
2348,NA,NA,NA,NA,"Check",NA
2351,NA,NA,NA,NA,"Check",NA
2334,NA,NA,NA,NA,"Pull",NA
2352,NA,NA,NA,NA,"Set",NA
2353,NA,NA,NA,NA,"Check",NA
2349,NA,NA,NA,NA,"Check",NA
2359,NA,NA,NA,NA,"Check",NA
2360,NA,NA,NA,NA,"Pull",NA
2358,NA,NA,NA,NA,"Set",NA
2357,NA,NA,NA,NA,"Check",NA
2356,NA,NA,NA,NA,"Check",NA
2355,NA,NA,NA,NA,"Pull",NA
2354,NA,NA,NA,NA,"Set",NA
2363,NA,NA,NA,NA,"Set",NA
2362,NA,NA,NA,NA,"Check",NA
2365,NA,NA,NA,NA,"Pull",NA
2372,NA,NA,NA,NA,"Set",NA
2373,NA,NA,NA,NA,"Check",NA
2404,NA,NA,NA,NA,"Check",NA
2403,NA,NA,NA,NA,"Pull",NA
2392,NA,NA,NA,NA,"Set",NA
2398,NA,NA,NA,NA,"Pull",NA
2399,NA,NA,NA,NA,"Set",NA
2400,NA,NA,NA,NA,"Check",NA
2405,NA,NA,NA,NA,"Check",NA
2415,NA,NA,NA,NA,"Pull",NA
2428,NA,NA,NA,NA,"Set",NA
2433,NA,NA,NA,NA,"Set",NA
2431,NA,NA,NA,NA,"Pull",NA
965,NA,NA,NA,NA,"Set",NA
966,NA,NA,NA,NA,"Check",NA
967,NA,NA,NA,NA,"Pull",NA
963,NA,NA,NA,NA,"Set",NA
968,NA,NA,NA,NA,"Check",NA
969,NA,NA,NA,NA,"Check",NA
970,NA,NA,NA,NA,"Check",NA
973,NA,NA,NA,NA,"Pull",NA
974,NA,NA,NA,NA,"Set",NA
2450,NA,NA,NA,NA,"Check",NA
2449,NA,NA,NA,NA,"Check",NA
2451,NA,NA,NA,NA,"Check",NA
2454,NA,NA,NA,NA,"Pull",NA
2452,NA,NA,NA,NA,"Set",NA
2453,NA,NA,NA,NA,"Check",NA
2461,NA,NA,NA,NA,"Check",NA
2458,NA,NA,NA,NA,"Check",NA
2462,NA,NA,NA,NA,"Pull",NA
2463,NA,NA,NA,NA,"Set",NA
2465,NA,NA,NA,NA,"Check",NA
2469,NA,NA,NA,NA,"Check",NA
2470,NA,NA,NA,NA,"Check",NA
2473,NA,NA,NA,NA,"Check",NA
2474,NA,NA,NA,NA,"Check",NA
2475,NA,NA,NA,NA,"Check",NA
2476,NA,NA,NA,NA,"Check",NA
2478,NA,NA,NA,NA,"Check",NA
2479,NA,NA,NA,NA,"Check",NA
2480,NA,NA,NA,NA,"Check",NA
2482,NA,NA,NA,NA,"Check",NA
2481,NA,NA,NA,NA,"Check",NA
2483,NA,NA,NA,NA,"Check",NA
2486,NA,NA,NA,NA,"Pull",NA
2510,NA,NA,NA,NA,"Check",NA
2521,NA,NA,NA,NA,"Check",NA
2522,NA,NA,NA,NA,"Check",NA
2524,NA,NA,NA,NA,"Check",NA
2527,NA,NA,NA,NA,"Check",NA
2528,NA,NA,NA,NA,"Check",NA
2532,NA,NA,NA,NA,"Check",NA
2533,NA,NA,NA,NA,"Check",NA
2535,NA,NA,NA,NA,"Check",NA
2539,NA,NA,NA,NA,"Check",NA
2540,NA,NA,NA,NA,"Check",NA
2542,NA,NA,NA,NA,"Check",NA
2545,NA,NA,NA,NA,"Check",NA
2547,NA,NA,NA,NA,"Check",NA
2550,NA,NA,NA,NA,"Check",NA
2551,NA,NA,NA,NA,"Check",NA
2554,NA,NA,NA,NA,"Check",NA
2555,NA,NA,NA,NA,"Check",NA
2557,NA,NA,NA,NA,"Check",NA
2560,NA,NA,NA,NA,"Check",NA
2561,NA,NA,NA,NA,"Check",NA
2567,NA,NA,NA,NA,"Check",NA
2568,NA,NA,NA,NA,"Check",NA
2570,NA,NA,NA,NA,"Check",NA
2573,NA,NA,NA,NA,"Check",NA
2574,NA,NA,NA,NA,"Check",NA
2578,NA,NA,NA,NA,"Check",NA
2579,NA,NA,NA,NA,"Check",NA
2580,NA,NA,NA,NA,"Check",NA
2584,NA,NA,NA,NA,"Check",NA
2586,NA,NA,NA,NA,"Check",NA
2588,NA,NA,NA,NA,"Check",NA
2597,NA,NA,NA,NA,"Check",NA
2598,NA,NA,NA,NA,"Check",NA
2599,NA,NA,NA,NA,"Check",NA
2600,NA,NA,NA,NA,"Check",NA
2601,NA,NA,NA,NA,"Check",NA
2604,NA,NA,NA,NA,"Check",NA
2605,NA,NA,NA,NA,"Check",NA
2611,NA,NA,NA,NA,"Check",NA
2612,NA,NA,NA,NA,"Check",NA
2615,NA,NA,NA,NA,"Check",NA
2619,NA,NA,NA,NA,"Check",NA
2620,NA,NA,NA,NA,"Check",NA
2621,NA,NA,NA,NA,"Check",NA
2625,NA,NA,NA,NA,"Check",NA
2626,NA,NA,NA,NA,"Check",NA
2627,NA,NA,NA,NA,"Check",NA
2631,NA,NA,NA,NA,"Check",NA
2646,NA,NA,NA,NA,"Check",NA
2647,NA,NA,NA,NA,"Check",NA
2642,NA,NA,NA,NA,"Check",NA
2643,NA,NA,NA,NA,"Check",NA
2644,NA,NA,NA,NA,"Check",NA
2645,NA,NA,NA,NA,"Check",NA
2661,NA,NA,NA,NA,"Check",NA
2662,NA,NA,NA,NA,"Check",NA
2656,NA,NA,NA,NA,"Check",NA
2657,NA,NA,NA,NA,"Check",NA
2658,NA,NA,NA,NA,"Check",NA
2660,NA,NA,NA,NA,"Check",NA
2668,NA,NA,NA,NA,"Pull",NA
2797,NA,NA,NA,NA,"Set",NA
2790,NA,NA,NA,NA,"Check",NA
2792,NA,NA,NA,NA,"Check",NA
3225,NA,NA,NA,NA,"Pull",NA
2796,NA,NA,NA,NA,"Check",NA
2795,NA,NA,NA,NA,"Check",NA
2804,NA,NA,NA,NA,"Check",NA
2803,NA,NA,NA,NA,"Check",NA
2802,NA,NA,NA,NA,"Check",NA
2806,NA,NA,NA,NA,"Check",NA
2814,NA,NA,NA,NA,"Check",NA
2813,NA,NA,NA,NA,"Check",NA
2812,NA,NA,NA,NA,"Pull",NA
996,NA,NA,NA,NA,"Check",NA
997,NA,NA,NA,NA,"Check",NA
984,NA,NA,NA,NA,"Check",NA
983,NA,NA,NA,NA,"Check",NA
982,NA,NA,NA,NA,"Check",NA
998,NA,NA,NA,NA,"Check",NA
999,NA,NA,NA,NA,"Check",NA
1000,NA,NA,NA,NA,"Check",NA
1002,NA,NA,NA,NA,"Pull",NA
1001,NA,NA,NA,NA,"Set",NA
1011,NA,NA,NA,NA,"Check",NA
1013,NA,NA,NA,NA,"Check",NA
1015,NA,NA,NA,NA,"Check",NA
1016,NA,NA,NA,NA,"Check",NA
1018,NA,NA,NA,NA,"Check",NA
1019,NA,NA,NA,NA,"Check",NA
2815,NA,NA,NA,NA,"Pull",NA
2816,NA,NA,NA,NA,"Set",NA
2817,NA,NA,NA,NA,"Check",NA
2819,NA,NA,NA,NA,"Check",NA
2820,NA,NA,NA,NA,"Check",NA
2828,NA,NA,NA,NA,"Check",NA
2829,NA,NA,NA,NA,"Check",NA
2830,NA,NA,NA,NA,"Check",NA
2832,NA,NA,NA,NA,"Check",NA
2834,NA,NA,NA,NA,"Check",NA
2836,NA,NA,NA,NA,"Check",NA
2837,NA,NA,NA,NA,"Check",NA
2842,NA,NA,NA,NA,"Check",NA
2843,NA,NA,NA,NA,"Check",NA
2845,NA,NA,NA,NA,"Check",NA
2848,NA,NA,NA,NA,"Check",NA
2849,NA,NA,NA,NA,"Check",NA
2851,NA,NA,NA,NA,"Check",NA
2853,NA,NA,NA,NA,"Check",NA
2859,NA,NA,NA,NA,"Check",NA
2860,NA,NA,NA,NA,"Check",NA
2862,NA,NA,NA,NA,"Check",NA
2865,NA,NA,NA,NA,"Check",NA
2871,NA,NA,NA,NA,"Check",NA
2873,NA,NA,NA,NA,"Check",NA
2875,NA,NA,NA,NA,"Check",NA
2882,NA,NA,NA,NA,"Check",NA
2881,NA,NA,NA,NA,"Check",NA
2884,NA,NA,NA,NA,"Check",NA
2886,NA,NA,NA,NA,"Check",NA
2890,NA,NA,NA,NA,"Check",NA
2892,NA,NA,NA,NA,"Set",NA
3397,NA,NA,NA,NA,"Check",NA
2912,NA,NA,NA,NA,"Check",NA
2913,NA,NA,NA,NA,"Check",NA
2914,NA,NA,NA,NA,"Check",NA
2933,NA,NA,NA,NA,"Check",NA
2931,NA,NA,NA,NA,"Check",NA
2935,NA,NA,NA,NA,"Check",NA
2955,NA,NA,NA,NA,"Check",NA
2957,NA,NA,NA,NA,"Check",NA
2959,NA,NA,NA,NA,"Check",NA
2978,NA,NA,NA,NA,"Check",NA
2979,NA,NA,NA,NA,"Check",NA
2981,NA,NA,NA,NA,"Check",NA
3004,NA,NA,NA,NA,"Check",NA
3005,NA,NA,NA,NA,"Check",NA
3006,NA,NA,NA,NA,"Pull",NA
3011,NA,NA,NA,NA,"Check",NA
3033,NA,NA,NA,NA,"Check",NA
3034,NA,NA,NA,NA,"Check",NA
3035,NA,NA,NA,NA,"Pull",NA
3039,NA,NA,NA,NA,"Set",NA
3211,NA,NA,NA,NA,"Set",NA
3212,NA,NA,NA,NA,"Check",NA
3214,NA,NA,NA,NA,"Check",NA
3209,NA,NA,NA,NA,"Check",NA
3210,NA,NA,NA,NA,"Check",NA
3221,NA,NA,NA,NA,"Check",NA
3222,NA,NA,NA,NA,"Check",NA
3223,NA,NA,NA,NA,"Check",NA
3224,NA,NA,NA,NA,"Check",NA
3226,NA,NA,NA,NA,"Set",NA
3231,NA,NA,NA,NA,"Check",NA
3234,NA,NA,NA,NA,"Check",NA
3236,NA,NA,NA,NA,"Check",NA
3241,NA,NA,NA,NA,"Check",NA
3242,NA,NA,NA,NA,"Check",NA
3251,NA,NA,NA,NA,"Check",NA
3252,NA,NA,NA,NA,"Check",NA
3253,NA,NA,NA,NA,"Check",NA
3254,NA,NA,NA,NA,"Check",NA
3255,NA,NA,NA,NA,"Check",NA
3256,NA,NA,NA,NA,"Check",NA
3265,NA,NA,NA,NA,"Check",NA
3266,NA,NA,NA,NA,"Check",NA
3267,NA,NA,NA,NA,"Check",NA
3268,NA,NA,NA,NA,"Check",NA
3269,NA,NA,NA,NA,"Check",NA
3270,NA,NA,NA,NA,"Check",NA
3271,NA,NA,NA,NA,"Check",NA
3272,NA,NA,NA,NA,"Check",NA
3273,NA,NA,NA,NA,"Check",NA
3274,NA,NA,NA,NA,"Check",NA
3275,NA,NA,NA,NA,"Check",NA
3296,NA,NA,NA,NA,"Check",NA
3297,NA,NA,NA,NA,"Check",NA
3298,NA,NA,NA,NA,"Check",NA
3300,NA,NA,NA,NA,"Check",NA
3299,NA,NA,NA,NA,"Pull",NA
3308,NA,NA,NA,NA,"Set",NA
3309,NA,NA,NA,NA,"Check",NA
3310,NA,NA,NA,NA,"Check",NA
3311,NA,NA,NA,NA,"Check",NA
3312,NA,NA,NA,NA,"Pull",NA
3314,NA,NA,NA,NA,"Check",NA
3317,NA,NA,NA,NA,"Check",NA
3315,NA,NA,NA,NA,"Check",NA
3316,NA,NA,NA,NA,"Pull",NA
3320,NA,NA,NA,NA,"Set",NA
3321,NA,NA,NA,NA,"Check",NA
3322,NA,NA,NA,NA,"Check",NA
3324,NA,NA,NA,NA,"Check",NA
3330,NA,NA,NA,NA,"Pull",NA
3334,NA,NA,NA,NA,"Check",NA
3335,NA,NA,NA,NA,"Check",NA
3343,NA,NA,NA,NA,"Check",NA
3344,NA,NA,NA,NA,"Pull",NA
3341,NA,NA,NA,NA,"Check",NA
3342,NA,NA,NA,NA,"Pull",NA
3363,NA,NA,NA,NA,"Check",NA
3356,NA,NA,NA,NA,"Check",NA
3357,NA,NA,NA,NA,"Check",NA
3362,NA,NA,NA,NA,"Pull",NA
3374,NA,NA,NA,NA,"Check",NA
3373,NA,NA,NA,NA,"Check",NA
3376,NA,NA,NA,NA,"Check",NA
3375,NA,NA,NA,NA,"Pull",NA
3384,NA,NA,NA,NA,"Check",NA
3382,NA,NA,NA,NA,"Check",NA
3381,NA,NA,NA,NA,"Check",NA
3386,NA,NA,NA,NA,"Pull",NA
3394,NA,NA,NA,NA,"Check",NA
3395,NA,NA,NA,NA,"Pull",NA
3399,NA,NA,NA,NA,"Set",NA
3404,NA,NA,NA,NA,"Check",NA
3403,NA,NA,NA,NA,"Check",NA
3408,NA,NA,NA,NA,"Check",NA
3407,NA,NA,NA,NA,"Pull",NA
3437,NA,NA,NA,NA,"Set",NA
3439,NA,NA,NA,NA,"Check",NA
3440,NA,NA,NA,NA,"Check",NA
3441,NA,NA,NA,NA,"Check",NA
3442,NA,NA,NA,NA,"Pull",NA
3443,NA,NA,NA,NA,"Set",NA
3417,NA,NA,NA,NA,"Check",NA
3416,NA,NA,NA,NA,"Check",NA
3419,NA,NA,NA,NA,"Check",NA
3421,NA,NA,NA,NA,"Pull",NA
3426,NA,NA,NA,NA,"Set",NA
3432,NA,NA,NA,NA,"Check",NA
3427,NA,NA,NA,NA,"Check",NA
3428,NA,NA,NA,NA,"Pull",NA
3450,NA,NA,NA,NA,"Set",NA
3451,NA,NA,NA,NA,"Check",NA
3452,NA,NA,NA,NA,"Check",NA
3434,NA,NA,NA,NA,"Check",NA
3436,NA,NA,NA,NA,"Pull",NA
3461,NA,NA,NA,NA,"Set",NA
3462,NA,NA,NA,NA,"Check",NA
3469,NA,NA,NA,NA,"Check",NA
3471,NA,NA,NA,NA,"Pull",NA
3474,NA,NA,NA,NA,"Pull",NA
3739,NA,NA,NA,NA,"Set",0
3125,NA,NA,NA,NA,"Check",22.5166666666667
3168,NA,NA,NA,NA,"Check",26.05
3191,NA,NA,NA,NA,"Pull",24.4333333333333
3279,NA,NA,NA,NA,"Set",0
3346,NA,NA,NA,NA,"Check",24.3833333333333
3369,NA,NA,NA,NA,"Check",25.2166666666667
3392,NA,NA,NA,NA,"Pull",24.5333333333333
3634,NA,NA,NA,NA,"Set",0
3460,NA,NA,NA,NA,"Pull",51.85
3482,NA,NA,NA,NA,"Set",0
3546,NA,NA,NA,NA,"Pull",26.1166666666667
3547,NA,NA,NA,NA,"Set",0
3548,NA,NA,NA,NA,"Pull",2.01666666666667
3549,NA,NA,NA,NA,"Set",0
3550,NA,NA,NA,NA,"Pull",3.45
3552,NA,NA,NA,NA,"Set",0
3551,NA,NA,NA,NA,"Pull",2.15
3554,NA,NA,NA,NA,"Set",0
3553,NA,NA,NA,NA,"Pull",2.15
3555,NA,NA,NA,NA,"Set",0
3556,NA,NA,NA,NA,"Pull",4.66666666666667
3557,NA,NA,NA,NA,"Set",0
3635,NA,NA,NA,NA,"Pull",25
1023,NA,NA,NA,NA,"Set",0
1024,NA,NA,NA,NA,"Pull",5
3636,NA,NA,NA,NA,"Set",0
3637,NA,NA,NA,NA,"Pull",4.1
1028,NA,NA,NA,NA,"Set",0
1029,NA,NA,NA,NA,"Pull",4.36666666666667
3638,NA,NA,NA,NA,"Pull",4.33333333333333
3641,NA,NA,NA,NA,"Pull",4.31666666666667
3643,NA,NA,NA,NA,"Pull",4.05
3644,NA,NA,NA,NA,"Pull",22.8833333333333
3645,NA,NA,NA,NA,"Set",0
3646,NA,NA,NA,NA,"Check",24.0166666666667
3648,NA,NA,NA,NA,"Pull",18.75
3649,NA,NA,NA,NA,"Set",0
3650,NA,NA,NA,NA,"Check",25.0833333333333
3652,NA,NA,NA,NA,"Pull",23.65
3653,NA,NA,NA,NA,"Set",0
3654,NA,NA,NA,NA,"Check",24.7
3617,NA,NA,NA,NA,"Check",22.95
3618,NA,NA,NA,NA,"Pull",25.55
3619,NA,NA,NA,NA,"Set",0
3620,NA,NA,NA,NA,"Check",24.1666666666667
