"SalmGeneticRowID","FishGenID","GeneticID","Probability1","GeneticID2","Probability2","Comments_Salmon","Comments_SalmonDataUsage"
1924,"2019Ad_plus-F_275","Fall",0.991,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1925,"2019Ad_plus-F_276","LateFall",0.6317,"Fall",0.3683,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1926,"2019Ad_plus-F_277","Fall",0.988,"LateFall",0.012,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1927,"2019Ad_plus-F_278","Fall",0.9965,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1928,"2019Ad_plus-F_279","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1929,"2019Ad_plus-F_281","Fall",0.9578,"LateFall",0.0422,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1930,"2019Ad_plus-F_282","Fall",0.9948,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1931,"2019Ad_plus-F_283","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1932,"2019Ad_plus-F_284","Fall",0.9989,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1933,"2019Ad_plus-F_285","Fall",0.9983,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1934,"2019Ad_plus-F_500","Fall",0.9947,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1935,"2019Ad_plus-F_501","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1936,"2019Ad_plus-F_502","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1937,"2019Ad_plus-F_503","Fall",0.6043,"LateFall",0.3957,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1938,"2019Ad_plus-F_504","LateFall",0.9806,"Fall",0.0194,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1939,"2019Ad_plus-F_505","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1940,"2019Ad_plus-F_506","Fall",0.9918,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1941,"2019Ad_plus-F_507","LateFall",0.9945,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1942,"2019Ad_plus-F_508","Fall",0.7736,"LateFall",0.2264,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1943,"2019Ad_plus-F_509","LateFall",0.8488,"Fall",0.1512,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1944,"2019Ad_plus-F_510","Fall",0.6096,"LateFall",0.3904,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1945,"2019Ad_plus-F_511","Fall",0.9785,"LateFall",0.0215,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1946,"2019Ad_plus-F_512","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1947,"2019Ad_plus-F_513","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1948,"2019Ad_plus-S_001","Spring",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1949,"2019Ad_plus-S_002","Fall",0.8086,"LateFall",0.1914,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1950,"2019Ad_plus-S_003","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1951,"2019Ad_plus-S_004","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1952,"2019Ad_plus-S_005","Fall",0.9965,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1953,"2019Ad_plus-S_006","Fall",0.9892,"LateFall",0.0108,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1954,"2019Ad_plus-S_007","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1955,"2019Ad_plus-S_008","Fall",0.9187,"LateFall",0.0812,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1956,"2019Ad_plus-S_009","Fall",0.9946,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1957,"2019Ad_plus-S_010","Fall",0.8858,"LateFall",0.0812,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1958,"2019Ad_plus-S_011","Fall",0.8157,"LateFall",0.1843,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1959,"2019Ad_plus-S_012","Fall",0.9995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1960,"2019Ad_plus-S_013","Fall",0.9964,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1961,"2019Ad_plus-S_014","Fall",0.5936,"LateFall",0.4064,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1962,"2019Ad_plus-S_015","Fall",0.9982,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1963,"2019Ad_plus-S_016","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1964,"2019Ad_plus-S_017","Fall",0.9915,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1965,"2019Ad_plus-S_018","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1966,"2019Ad_plus-S_019","Fall",0.998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1967,"2019Ad_plus-S_020","Fall",0.9918,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1968,"2019Ad_plus-S_021","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1969,"2019Ad_plus-S_022","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1970,"2019Ad_plus-S_023","Spring",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1971,"2019Ad_plus-S_024","Fall",0.9243,"LateFall",0.0757,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1972,"2019Ad_plus-S_025","Fall",0.5071,"LateFall",0.4929,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1973,"2019Ad_plus-S_026","Spring",0.6385,"Fall",0.2857,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1974,"2019Ad_plus-S_027","Fall",0.9991,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1975,"2019Ad_plus-S_028","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1976,"2019Ad_plus-S_029","Fall",0.9765,"LateFall",0.0235,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1977,"2019Ad_plus-S_030","Fall",0.9468,"LateFall",0.0532,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1978,"2019Ad_plus-S_031","Fall",0.996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1979,"2019Ad_plus-S_032","Fall",0.9596,"LateFall",0.0371,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1980,"2019Ad_plus-S_033","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1981,"2019Ad_plus-S_034","Fall",0.9957,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1982,"2019Ad_plus-S_035","Fall",0.8743,"LateFall",0.1219,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1983,"2019Ad_plus-S_036","Fall",0.6357,"LateFall",0.3643,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1984,"2019Ad_plus-S_037","Fall",0.8881,"LateFall",0.1119,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1985,"2019Ad_plus-S_038","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1986,"2019Ad_plus-S_039","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1987,"2019Ad_plus-S_040","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1988,"2019Ad_plus-S_041","Fall",0.8751,"LateFall",0.1248,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1989,"2019Ad_plus-S_042","Fall",0.8415,"LateFall",0.1478,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1990,"2019Ad_plus-S_043","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1991,"2019Ad_plus-S_044","LateFall",0.7671,"Fall",0.2329,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1992,"2019Ad_plus-S_045","Fall",0.9898,"LateFall",0.0102,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1993,"2019Ad_plus-S_046","Fall",0.9866,"LateFall",0.0134,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1994,"2019Ad_plus-S_047","Fall",0.9869,"LateFall",0.0131,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1995,"2019Ad_plus-S_048","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1996,"2019Ad_plus-S_049","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1997,"2019Ad_plus-S_050","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1998,"2019Ad_plus-S_051","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
1999,"2019Ad_plus-S_052","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2000,"2019Ad_plus-S_053","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2001,"2019Ad_plus-S_054","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2002,"2019Ad_plus-S_055","Fall",0.9773,"LateFall",0.0225,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2003,"2019Ad_plus-S_056","LateFall",0.9882,"Fall",0.0118,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2004,"2019Ad_plus-S_057","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2005,"2019Ad_plus-S_058","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2006,"2019Ad_plus-S_059","Fall",0.9986,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2007,"2019Ad_plus-S_060","Fall",0.5489,"LateFall",0.4511,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2008,"2019Ad_plus-S_061","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2009,"2019Ad_plus-S_062","LateFall",0.827,"Spring",0.0925,"Spring run from Deer Creek","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2010,"2019Ad_plus-S_064","Fall",0.998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2011,"2019Ad_plus-S_065","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2012,"2019Ad_plus-S_066","Fall",0.7306,"LateFall",0.2694,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2013,"2019Ad_plus-S_067","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2014,"2019Ad_plus-S_068","Fall",0.8151,"LateFall",0.1849,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2015,"2019Ad_plus-S_069","LateFall",0.6,"Fall",0.4,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2016,"2019Ad_plus-S_070","LateFall",0.9706,"Fall",0.0292,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2017,"2019Ad_plus-S_071","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2018,"2019Ad_plus-S_072","Fall",0.8266,"LateFall",0.1734,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2019,"2019Ad_plus-S_073","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2020,"2019Ad_plus-S_074","n/p",0,"n/p",0,"CODEUNK","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2021,"2019Ad_plus-S_075","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2022,"2019Ad_plus-S_076","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2023,"2019Ad_plus-S_077","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2024,"2019Ad_plus-S_078","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2025,"2019Ad_plus-S_079","Fall",0.938,"LateFall",0.062,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2026,"2019Ad_plus-S_080","Fall",0.9943,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2027,"2019Ad_plus-S_081","Fall",0.9991,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2028,"2019Ad_plus-S_082","Fall",0.9956,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2029,"2019Ad_plus-S_083","Fall",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2030,"2019Ad_plus-S_084","Fall",0.8896,"LateFall",0.1104,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2031,"2019Ad_plus-S_085","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2032,"2019Ad_plus-S_086","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2033,"2019Ad_plus-S_087","Fall",0.9595,"LateFall",0.0405,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2034,"2019Ad_plus-S_088","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2035,"2019Ad_plus-S_089","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2036,"2019Ad_plus-S_090","Fall",0.998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2037,"2019Ad_plus-S_091","Fall",0.9176,"LateFall",0.0824,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2038,"2019Ad_plus-S_092","Fall",0.9943,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2039,"2019Ad_plus-S_093","Fall",0.9983,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2040,"2019Ad_plus-S_094","Fall",0.9993,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2041,"2019Ad_plus-S_095","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2042,"2019Ad_plus-S_096","Fall",0.9961,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2043,"2019Ad_plus-S_097","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2044,"2019Ad_plus-S_098","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2045,"2019Ad_plus-S_099","Fall",0.8389,"LateFall",0.1611,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2046,"2019Ad_plus-S_100","Fall",0.9969,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2047,"2019Ad_plus-S_101","LateFall",0.7492,"Fall",0.2504,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2048,"2019Ad_plus-S_102","Fall",0.9976,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2049,"2019Ad_plus-S_103","Spring",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2050,"2019Ad_plus-S_104","LateFall",0.9072,"Fall",0.0893,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2051,"2019Ad_plus-S_105","LateFall",0.628,"Fall",0.372,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2052,"2019Ad_plus-S_106","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2053,"2019Ad_plus-S_107","Fall",0.995,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2054,"2019Ad_plus-S_108","Fall",0.738,"LateFall",0.231,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2055,"2019Ad_plus-S_109","Fall",0.9975,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2056,"2019Ad_plus-S_110","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2057,"2019Ad_plus-S_111","Fall",0.999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2058,"2019Ad_plus-S_112","Fall",0.9747,"LateFall",0.0253,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2059,"2019Ad_plus-S_113","Fall",0.9973,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2060,"2019Ad_plus-S_114","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2061,"2019Ad_plus-S_115","Fall",0.7921,"Spring",0.1092,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2062,"2019Ad_plus-S_116","Fall",0.9994,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2063,"2019Ad_plus-S_117","Fall",0.9786,"LateFall",0.0214,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2064,"2019Ad_plus-S_118","Fall",0.98,"LateFall",0.02,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2065,"2019Ad_plus-S_119","LateFall",0.5563,"Fall",0.4437,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2066,"2019Ad_plus-S_120","Fall",0.9877,"Spring",0.007,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2067,"2019Ad_plus-S_121","LateFall",0.9966,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2068,"2019Ad_plus-S_122","Spring",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2069,"2019Ad_plus-S_123","Fall",0.9931,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2070,"2019Ad_plus-S_124","Spring",0.9998,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2071,"2019Ad_plus-S_125","Fall",0.9962,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2072,"2019Ad_plus-S_126","Fall",0.9523,"LateFall",0.0477,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2073,"2019Ad_plus-S_127","Fall",0.8879,"LateFall",0.112,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2074,"2019Ad_plus-S_128","Fall",0.99,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2075,"2019Ad_plus-S_129","Fall",0.8632,"Spring",0.1365,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2076,"2019Ad_plus-S_130","Fall",0.9403,"LateFall",0.0597,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2077,"2019Ad_plus-S_131","LateFall",0.9654,"Fall",0.0346,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2078,"2019Ad_plus-S_132","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2079,"2019Ad_plus-S_133","Fall",0.9768,"LateFall",0.0225,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2080,"2019Ad_plus-S_134","Fall",1.9027,"LateFall",0.0973,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2081,"2019Ad_plus-S_135","Fall",0.9991,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2082,"2019Ad_plus-S_136","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2083,"2019Ad_plus-S_137","Fall",0.9975,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2084,"2019Ad_plus-S_138","Fall",0.9996,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2085,"2019Ad_plus-S_139","Fall",0.9782,"Spring",0.0194,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2086,"2019Ad_plus-S_140","Fall",0.9497,"LateFall",0.0503,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2087,"2019Ad_plus-S_141","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2088,"2019Ad_plus-S_142","Fall",0.9898,"LateFall",0.0102,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2089,"2019Ad_plus-S_143","Fall",0.9863,"LateFall",0.0137,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2090,"2019Ad_plus-S_144","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2091,"2019Ad_plus-S_145","Fall",0.8592,"LateFall",0.1237,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2092,"2019Ad_plus-S_146","Fall",0.9453,"LateFall",0.0547,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2093,"2019Ad_plus-S_147","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2094,"2019Ad_plus-S_148","Fall",1,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2095,"2019Ad_plus-S_149","Fall",0.9971,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2096,"2019Ad_plus-S_150","LateFall",0.8031,"Fall",0.1969,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
2097,"2019Ad_plus-S_151","Fall",0.9652,"LateFall",0.0348,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data"
